ID,TCGA-BR-4184-11A,TCGA-BR-4253-11A,TCGA-BR-4184-01A,TCGA-BR-4187-01A,TCGA-CG-4474-01A,TCGA-BR-4201-01A,TCGA-BR-4370-11A
cg20985014,0.694401644,0.760233395,0.778322888,0.844894751,0.545032828,0.898817231,0.810042094
cg20986134,0.020284987,0.024131123,0.027252883,0.025284138,0.025980694,0.01945914,0.018543255
cg20987610,0.727631984,0.79241153,0.93203286,0.865095999,0.866048008,0.8696796,0.835152704
cg20988616,0.856958971,0.827214056,0.895651007,0.798091139,0.89849605,0.896542397,0.89404094
cg20988728,0.036793579,0.036171743,0.035168903,0.034669974,0.035301134,0.035047877,0.041089015
cg20991801,0.041691902,0.044299246,0.045016623,0.044372411,0.035894106,0.033445065,0.04046537
cg20994801,0.354199562,0.576837616,0.731387144,0.579428465,0.708634193,0.616608999,0.646981657
cg20998885,0.927668899,0.922247003,0.930190432,0.935378885,0.893329098,0.864785472,0.914151272
cg20999813,0.034068583,0.028727117,0.030260244,0.031875093,0.029057933,0.021522064,0.038754818
cg20999934,0.033402298,0.02427491,0.024599636,0.027267585,0.023924671,0.021446342,0.041264254
cg21000021,0.039957371,0.013052828,0.051283039,0.038031092,0.048119852,0.043502912,0.043337197
cg21006686,0.43462391,0.50626112,0.283530293,0.519851639,0.474557661,0.382528091,0.567016744
cg21008709,0.051037993,0.041911876,0.052984914,0.048939727,0.068973032,0.055940998,0.046876726
cg21008828,0.073177004,0.066142751,0.111084912,0.29380443,0.119025676,0.133405061,0.131714901
cg21010050,0.040491314,0.035446828,0.051864784,0.035483307,0.045195875,0.030844142,0.032722953
cg21010197,0.026387325,0.022405782,0.025244433,0.017893286,0.016780029,0.011184964,0.040382646
cg21010262,0.067733586,0.136108388,0.077698538,0.169352612,0.071421658,0.045877261,0.119742635
cg21011830,0.026925546,0.025448991,0.033365511,0.037829745,0.023083059,0.024690062,0.019152428
cg21012874,0.551904744,0.48759508,0.322320959,0.410073517,0.43717603,0.381478468,0.538706589
cg21016177,0.131969564,0.085172984,0.054803365,0.083935264,0.063425591,0.04861625,0.106174589
cg21017752,0.207218326,0.237597516,0.482600267,0.084169353,0.236085793,0.070110924,0.149269078
cg21019522,0.401452961,0.387463921,0.590834085,0.473846979,0.517359231,0.516997042,0.422242329
cg21019820,0.033166072,0.034899946,0.03483487,0.033019238,0.032665318,0.029662665,0.038141506
cg21020082,0.032515321,0.029158715,0.034666436,0.031000143,0.033257267,0.045536362,0.039035924
cg21022247,0.575305789,0.606285582,0.698550609,0.637085378,0.552877369,0.635706301,0.628147167
cg21022395,0.619191287,0.773294979,0.923697948,0.889783285,0.882965292,0.881410925,0.87252107
cg21022435,0.881409121,0.757252581,0.854521041,0.817893125,0.766936071,0.888858386,0.905035698
cg21023001,0.222997356,0.3333541,0.176353861,0.2347974,0.208396119,0.398163891,0.340000455
cg21023770,0.692374368,0.650743796,0.711505724,0.678146052,0.582590508,0.641097106,0.625092815
cg21024145,0.046417153,0.042770907,0.061945691,0.038227721,0.051315834,0.038095753,0.047879822
cg21026663,0.008483798,0.010915113,0.025649004,0.317728653,0.069684593,0.035561015,0.010436043
cg21028326,0.035492749,0.057713303,0.055460236,0.053611831,0.056758463,0.017199047,0.028583443
cg21030598,0.593827043,0.798115343,0.816972778,0.542873235,0.639356641,0.540216549,0.668309511
cg21032203,0.030769392,0.030288064,0.037207282,0.037316288,0.044316856,0.051350037,0.031655129
cg21032583,0.904606981,0.903296642,0.845560588,0.908303192,0.898953265,0.878019716,0.89879292
cg21033855,0.198557819,0.190450074,0.073042902,0.160898861,0.230838432,0.08300042,0.150122613
cg21034676,0.305918378,0.384734619,0.535850277,0.072968748,0.396395461,0.072238484,0.275707218
cg21035142,0.339963526,0.309418784,0.590829005,0.160450381,0.217163341,0.167895793,0.620318298
cg21037570,0.033565573,0.032623894,0.032096067,0.034945467,0.033955783,0.031398154,0.033190996
cg21038703,0.623303376,0.505205552,0.421905415,0.633871442,0.603081285,0.642088923,0.474577273
cg21038964,0.048127888,0.034848039,0.029351688,0.031272225,0.056743547,0.047159451,0.048826214
cg21039822,0.016514039,0.02199735,0.019122248,0.01994369,0.024109574,0.017352485,0.019900852
cg21043754,0.02615432,0.03484858,0.029284048,0.02810787,0.03125192,0.022464189,0.032354412
cg21044104,0.688640366,0.68033048,0.437869785,0.821263593,0.74799474,0.877316431,0.782542038
cg21046940,0.078176159,0.059646831,0.072839854,0.061401903,0.069652063,0.046946664,0.077798069
cg21048501,0.03201375,0.063228797,0.042356508,0.049742986,0.040171897,0.051306958,0.090420364
cg21048669,0.640932927,0.497029152,0.523635745,0.549652412,0.729301199,0.474887595,0.518659973
cg21049762,0.843639221,0.843232281,0.856430826,0.828228339,0.864937587,0.895911849,0.862715666
cg21051086,0.248207492,0.260630692,0.263118484,0.305890942,0.289063504,0.249795724,0.217036624
cg21051423,0.019661624,0.023225398,0.022626897,0.033278096,0.022199199,0.029538933,0.0366438
cg21052164,0.170466641,0.305761136,0.245363192,0.228553301,0.414009077,0.149181328,0.276078453
cg21053015,0.073052444,0.147321726,0.74003284,0.070736094,0.162305497,0.081940103,0.075601533
cg21053323,0.368957028,0.33540541,0.004020923,0.165386796,0.280489344,0.114395965,0.345268382
cg21053529,0.429650285,0.543606279,0.762651435,0.351581556,0.660083626,0.54377875,0.367557642
cg21053748,0.03329626,0.02350512,0.025382866,0.026256343,0.021247554,0.022276636,0.01819692
cg21057046,0.405985264,0.303075834,0.119172539,0.166720688,0.176563205,0.117183044,0.280438797
cg21057494,0.512447762,0.451826149,0.352155838,0.668512725,0.387465616,0.576773013,0.402007349
cg21060854,0.015130593,0.018241276,0.018382845,0.016454447,0.015245802,0.016507284,0.015629111
cg21062347,0.268711376,0.410000588,0.253072508,0.373721356,0.203230841,0.308566261,0.274145444
cg21063899,0.7703616,0.640307637,0.376247238,0.786588704,0.382143638,0.313340967,0.530019016
cg21065959,0.4667447,0.46818385,0.28983631,0.477864387,0.407013107,0.495023833,0.570619353
cg21065990,0.023034818,0.022334986,0.02437127,0.019322777,0.032766618,0.018183437,0.019945403
cg21066636,0.389376148,0.259959697,0.256320124,0.543451085,0.341565951,0.387161068,0.340133636
cg21068030,0.876309582,0.860910549,0.890770602,0.901769383,0.908624811,0.825008615,0.885468882
cg21068152,0.025221849,0.036747343,0.045100381,0.043479514,0.02405802,0.02749607,0.026074768
cg21068339,0.056558629,0.061454571,0.02738102,0.033301844,0.030841152,0.02618012,0.041130133
cg21069922,0.03001228,0.022124476,0.034907376,0.026410182,0.021899536,0.024435096,0.035325581
cg21072025,0.15668323,0.107808288,0.113851112,0.105132068,0.073087181,0.082216542,0.156256411
cg21073927,0.261019313,0.238527605,0.062367678,0.105165118,0.096487344,0.057692252,0.171927181
cg21075829,0.386326536,0.340459203,0.196511517,0.305935103,0.28082806,0.40482035,0.318238246
cg21076470,0.061848109,0.048695438,0.078738511,0.039619882,0.046715454,0.024766852,0.087766452
cg21081852,0.057454167,0.035026944,0.007200962,0.054578319,0.059641163,0.057796751,0.09000187
cg21081971,0.650693224,0.638562277,0.703168922,0.534305651,0.680341332,0.537643778,0.466128721
cg21084260,0.823476976,0.771016693,0.744383104,0.806024734,0.926787708,0.71970329,0.850993612
cg21085625,0.044761378,0.03591155,0.039899899,0.035795932,0.030519363,0.051288083,0.030000732
cg21086464,0.049989482,0.036215472,0.035989035,0.03296055,0.039281853,0.02879563,0.040893758
cg21087137,0.082748148,0.257052031,0.506525299,0.192309676,0.506425956,0.351422427,0.064548257
cg21089667,0.923421849,0.929828992,0.932305845,0.931171135,0.930676244,0.933894718,0.932959852
cg21091629,0.05972265,0.055437381,0.050101386,0.056244201,0.054707827,0.046081887,0.054480996
cg21091679,0.078489274,0.066825525,0.106513756,0.080113528,0.068776723,0.058667901,0.069544444
cg21092324,0.432468406,0.624532611,0.441113615,0.643299123,0.658708436,0.597669949,0.70338593
cg21092462,0.170654816,0.28371031,0.327072047,0.133848675,0.624997501,0.498812045,0.229791623
cg21092687,0.070115804,0.055809434,0.051750481,0.114717719,0.078162497,0.053857885,0.046280899
cg21094669,0.298309058,0.499774765,0.798765411,0.277483858,0.684598764,0.497593525,0.258003018
cg21096399,0.292058565,0.45233324,0.644919743,0.370795786,0.593544754,0.422728791,0.343760309
cg21096502,0.065511201,0.059778521,0.041543604,0.046739859,0.049625552,0.043755603,0.042606233
cg21096915,0.440682426,0.529498221,0.637038748,0.400327127,0.540203878,0.533608008,0.388266997
cg21096966,0.355795414,0.235124915,0.709158512,0.280156421,0.303986895,0.451356783,0.248207031
cg21097640,0.04856332,0.048260523,0.045042289,0.046035189,0.0473119,0.04754661,0.044913859
cg21099221,0.019299908,0.017026508,0.016199616,0.016027309,0.016452266,0.016115943,0.016369853
cg21099326,0.032052979,0.031293801,0.028785455,0.028125113,0.028174606,0.017751248,0.027960128
cg21099488,0.074551256,0.172877373,0.067491928,0.059144542,0.454897053,0.052199562,0.080384459
cg21101222,0.042875639,0.048638248,0.06107343,0.049720058,0.044495783,0.038606285,0.056729233
cg21104946,0.140336447,0.171439767,0.23550842,0.085608821,0.180927344,0.06076466,0.124372155
cg21105318,0.786987309,0.604937513,0.338877064,0.836660469,0.444965441,0.725811079,0.64916692
cg21109025,0.653066365,0.539396452,0.24493786,0.646742464,0.49173983,0.590615145,0.758287112
cg21111471,0.608068973,0.643831068,0.755135613,0.777858686,0.699468357,0.829655561,0.670387648
cg21112925,0.039414913,0.033149601,0.037103044,0.022633526,0.030458528,0.003551959,0.021807473
cg21114485,0.023968137,0.01951245,0.022915423,0.022826325,0.115167599,0.030147051,0.032024053
cg21115977,0.437516728,0.502769508,0.442389753,0.597651921,0.449478279,0.715794421,0.569825857
cg21116410,0.024448922,0.025481995,0.02047957,0.021809237,0.019825018,0.019580773,0.026486671
cg21117584,0.063452474,0.037681948,0.073731533,0.049056843,0.06183835,0.037841661,0.079262608
cg21119032,0.023146897,0.025564092,0.019752338,0.014557981,0.01330701,0.030132901,0.032590978
cg21120063,0.635615447,0.582455004,0.567296988,0.657459128,0.518095862,0.692059317,0.712189568
cg21120249,0.70922683,0.527185764,0.366539781,0.495351841,0.538048649,0.403881201,0.500000794
cg21120786,0.098934017,0.078793471,0.149769698,0.07669523,0.073809206,0.07085789,0.103889586
cg21122529,0.03022403,0.036734107,0.035157013,0.046441986,0.034762947,0.039824563,0.049578269
cg21122774,0.632591309,0.595136335,0.419146041,0.636857078,0.512803299,0.733494576,0.727526085
cg21123509,0.056237936,0.04540487,0.092813294,0.048697996,0.055297319,0.046410367,0.072496944
cg21123573,0.158164667,0.104497152,0.171097046,0.119772397,0.140208092,0.153701058,0.191288197
cg21126707,0.612465804,0.72034003,0.721391899,0.539121554,0.728536112,0.790889691,0.686071849
cg21126943,0.415039766,0.399802951,0.437967479,0.282415107,0.237954067,0.173506889,0.42551313
cg21129531,0.838168977,0.789249671,0.863343022,0.723907355,0.818166631,0.83321954,0.762771898
cg21130124,0.691509219,0.792550175,0.862795532,0.769252917,0.860183895,0.897050153,0.857033736
cg21130374,0.135495126,0.143591477,0.142735427,0.246820297,0.404088973,0.392685841,0.252715689
cg21132104,0.053781486,0.042483871,0.05284592,0.059016993,0.056850285,0.037795887,0.047389555
cg21132577,0.432838123,0.590821336,0.543620632,0.492417915,0.342684673,0.443130548,0.735265358
cg21134096,0.482336373,0.351591999,0.115789608,0.129548712,0.459414885,0.261689276,0.279430944
cg21137417,0.813712507,0.806441346,0.854445043,0.765135576,0.769829097,0.878208958,0.846200624
cg21137823,0.26187797,0.199132122,0.09758238,0.118533398,0.163744893,0.088488087,0.162300304
cg21140292,0.022725297,0.020779128,0.014635603,0.0176869,0.044081574,0.029840721,0.041484902
cg21142158,0.06927208,0.078941405,0.091827402,0.057258831,0.065312131,0.042843927,0.078905175
cg21142272,0.534580294,0.465897067,0.341726277,0.49531873,0.444530777,0.492095759,0.527884254
cg21142398,0.708708619,0.721132171,0.451034448,0.743938491,0.740750089,0.714468735,0.763343839
cg21144587,0.151350983,0.176231858,0.137085387,0.149609559,0.13982168,0.141008491,0.137846565
cg21145624,0.061933571,0.084850832,0.062251919,0.062504915,0.053413818,0.046198296,0.056489272
cg21146268,0.225014968,0.265437769,0.371882285,0.186190171,0.396836503,0.210092854,0.170927118
cg21148892,0.562402017,0.564734634,0.439759097,0.515447701,0.470868973,0.627728448,0.618607615
cg21152671,0.156289899,0.136604192,0.361839942,0.275058146,0.246938806,0.335657937,0.160969634
cg21153758,0.144342783,0.172843184,0.025481412,0.015324047,0.042128407,0.02035763,0.067177058
cg21161070,0.046706136,0.03015583,0.039421414,0.044620813,0.055260355,0.073498872,0.073396865
cg21161651,0.028810844,0.029812774,0.028459151,0.031618353,0.030457513,0.021060751,0.031378017
cg21163415,0.408913838,0.412209583,0.596373591,0.287974395,0.566696599,0.477946748,0.418596824
cg21164303,0.027031586,0.026117009,0.022468573,0.024582162,0.024080527,0.022769333,0.028370872
cg21166999,0.865822669,0.549063096,0.769166124,0.799590905,0.618621026,0.8426512,0.661285304
cg21167159,0.821005658,0.821169518,0.756303377,0.811073614,0.783950068,0.784349734,0.809003483
cg21168622,0.249346465,0.206372676,0.611391328,0.217104112,0.347283424,0.676258375,0.278631506
cg21168884,0.71906009,0.732814572,0.689360537,0.828047861,0.604296852,0.843716995,0.841828758
cg21169285,0.910606911,0.937796197,0.940924164,0.922872628,0.916723231,0.923565704,0.842004632
cg21171130,0.014704542,0.012754387,0.011393517,0.011755845,0.013994725,0.006765043,0.012279442
cg21171373,0.02422016,0.021983342,0.025622603,0.016212831,0.018256553,0.020162164,0.024090542
cg21172540,0.351716925,0.422666751,0.298618559,0.06311588,0.158704339,0.118430576,0.229691612
cg21173623,0.050745161,0.04344572,0.043877045,0.044928462,0.066488902,0.060938057,0.056961166
cg21176048,0.082940054,0.230741347,0.481603845,0.122991143,0.286787318,0.29240439,0.112129552
cg21177096,0.211576153,0.22798276,0.013488084,0.020655681,0.100629231,0.037423255,0.184984465
cg21178548,0.093010425,0.064188084,0.138168301,0.038846979,0.065498879,0.102714993,0.057251493
cg21179457,0.047881461,0.045677421,0.397793741,0.034529119,0.059707324,0.03092723,0.129915447
cg21180599,0.334523042,0.338838353,0.531178404,0.187838734,0.412082098,0.112892958,0.283758558
cg21182322,0.023282335,0.027179357,0.033779611,0.022041938,0.03361952,0.02652566,0.033939777
cg21182407,0.163177662,0.169104992,0.106008987,0.131924102,0.177659689,0.077605574,0.107157592
cg21182454,0.038130601,0.041683111,0.611130668,0.036217116,0.037506871,0.031423261,0.043796708
cg21183846,0.04504342,0.035619534,0.054057332,0.034866528,0.062855646,0.08128865,0.078508677
cg21184174,0.483906678,0.468839537,0.646726977,0.393002328,0.484920109,0.414226369,0.407951845
cg21184495,0.078705613,0.137650482,0.094581259,0.065897938,0.166911163,0.117868097,0.104870163
cg21185421,0.024244113,0.031869193,0.031853401,0.026121216,0.024867939,0.01645685,0.025736069
cg21187265,0.194970863,0.214434809,0.12523236,0.10059456,0.226620652,0.082482838,0.13957288
cg21194776,0.923557544,0.792707401,0.87725769,0.94582649,0.693021027,0.909089008,0.943704494
cg21195414,0.134696793,0.21353918,0.741182654,0.094789086,0.659590854,0.074312719,0.143451773
cg21196187,0.021901819,0.015301912,0.025474363,0.019663283,0.02101612,0.01737005,0.023630502
cg21197871,0.31557411,0.25351492,0.69057669,0.352731365,0.198151708,0.144059664,0.3814057
cg21197973,0.028571446,0.032546744,0.032578502,0.029042217,0.032024716,0.010611554,0.02938908
cg21198021,0.825703072,0.824696876,0.787381622,0.939442083,0.845024645,0.948409031,0.924293152
cg21200380,0.036437522,0.045554328,0.048163965,0.040728539,0.04748657,0.034481298,0.048118891
cg21200703,0.437642427,0.344080889,0.261754157,0.319579239,0.384396035,0.200336597,0.393089638
cg21201572,0.783408872,0.55488863,0.269728516,0.751382028,0.361398881,0.498515166,0.621990402
cg21201659,0.030639588,0.021196372,0.044319098,0.009320965,0.015279569,0.031957563,0.025808443
cg21203420,0.033422649,0.031283224,0.040276087,0.036106101,0.041379167,0.024764421,0.067547833
cg21206959,0.03909639,0.035856147,0.038589484,0.03138394,0.037818673,0.020595345,0.010232029
cg21207418,0.646923071,0.701902978,0.608440545,0.738499904,0.5011097,0.693919695,0.787885709
cg21207436,0.513927791,0.623337618,0.66441293,0.667811754,0.425493855,0.707395895,0.610152156
cg21209091,0.194731396,0.23752436,0.106069014,0.1564867,0.130080814,0.11522609,0.142522303
cg21209356,0.825147541,0.832278151,0.826345478,0.71775425,0.742439961,0.87849231,0.907813531
cg21210758,0.390545977,0.51076961,0.770111423,0.43294287,0.686659877,0.660375693,0.283269075
cg21210789,0.276014469,0.292854151,0.283686387,0.17423157,0.155583576,0.118700584,0.232886942
cg21211608,0.037875362,0.041697992,0.046663388,0.029913097,0.035947288,0.033306161,0.029681364
cg21211748,0.089239536,0.016071794,0.080874524,0.044802483,0.070665261,0.044991337,0.119734542
cg21212066,0.058235954,0.043776408,0.058028963,0.043513297,0.065449641,0.037061467,0.045792806
cg21212956,0.030031616,0.025644694,0.026111306,0.02853197,0.026402881,0.369564795,0.028743251
cg21215336,0.368751088,0.346866649,0.147630435,0.219560465,0.234434006,0.153027558,0.304227511
cg21218093,0.044843839,0.044369504,0.057610631,0.06250185,0.031892217,0.041123051,0.051507387
cg21218636,0.071517148,0.063384914,0.418190207,0.048842961,0.137644929,0.043801377,0.053213536
cg21219744,0.033967358,0.03863623,0.04079007,0.051561705,0.04233771,0.034659855,0.040896741
cg21223353,0.95527661,0.935250703,0.951836199,0.912596269,0.932209011,0.96220341,0.942101793
cg21223368,0.03224539,0.029853557,0.038093503,0.023441664,0.025194537,0.031973151,0.059668551
cg21224049,0.069400646,0.065817658,0.05327798,0.053398104,0.052522636,0.05512644,0.068535911
cg21226225,0.080336325,0.061142766,0.10463873,0.050672308,0.100140767,0.094123021,0.06582349
cg21226234,0.756998336,0.726044181,0.688059976,0.746830559,0.766350878,0.774907632,0.730277895
cg21226861,0.035460783,0.040620055,0.045198584,0.041823958,0.039843106,0.039229242,0.044145846
cg21228284,0.035396284,0.031240245,0.032981354,0.028157476,0.038166064,0.0309999,0.028060039
cg21229859,0.142668673,0.289991004,0.673994504,0.139335749,0.41570358,0.49743334,0.149213836
cg21230392,0.9282757,0.923418066,0.955747721,0.944792019,0.944082487,0.953301189,0.925966712
cg21230435,0.910621177,0.922718951,0.923051911,0.911367919,0.908334932,0.91654536,0.923508144
cg21232015,0.632091183,0.746017467,0.800172651,0.817621612,0.735412184,0.836564729,0.756404491
cg21233722,0.262746772,0.474486996,0.64157407,0.369659767,0.553763847,0.533993032,0.36300481
cg21235838,0.015167271,0.018317768,0.023121791,0.015687955,0.016485509,0.013061367,0.022458424
cg21237418,0.397768303,0.320244789,0.274253844,0.4410986,0.594085639,0.522164338,0.322143338
cg21237591,0.427350305,0.472450657,0.778478799,0.286861386,0.715484957,0.535286594,0.481068628
cg21238457,0.185313449,0.112043208,0.200023063,0.084832261,0.095165352,0.108124154,0.132070807
cg21238818,0.349392388,0.456296076,0.58043022,0.416183278,0.472380458,0.446792924,0.315150618
cg21241823,0.18169887,0.23352651,0.153697364,0.241772528,0.186298857,0.114256553,0.239855934
cg21242004,0.870552053,0.805535459,0.663801333,0.871944725,0.785495138,0.804575973,0.893101767
cg21243909,0.044819959,0.030352445,0.030733865,0.034783575,0.03968884,0.043996286,0.037743011
cg21245135,0.036975859,0.042038855,0.044694864,0.046550115,0.042831308,0.044055184,0.045362168
cg21245372,0.224203329,0.25504701,0.089634821,0.371770838,0.171386432,0.338266383,0.233786677
cg21245652,0.335540012,0.414819076,0.543561234,0.327655555,0.486903685,0.433486225,0.443804728
cg21246431,0.026349663,0.029292226,0.030265931,0.036025686,0.035121889,0.024704212,0.032736316
cg21246783,0.049886493,0.065826087,0.298056533,0.031763304,0.295804807,0.029110701,0.03269037
cg21248774,0.043292274,0.0424188,0.037304766,0.036838658,0.054543493,0.035646485,0.039273965
cg21250296,0.057985205,0.065921415,0.179065278,0.061995915,0.317440829,0.525111468,0.0735705
cg21250577,0.019478794,0.037687805,0.030368675,0.040417944,0.025455702,0.006757955,0.023967754
cg21250978,0.79490246,0.595317495,0.721812265,0.548776299,0.848445789,0.511915805,0.555929303
cg21252483,0.563352156,0.678532244,0.690128649,0.487739812,0.662327996,0.55398838,0.673314138
cg21255605,0.206046749,0.146681346,0.225310869,0.209744382,0.182256191,0.111650894,0.192084418
cg21255626,0.017165738,0.026330028,0.030292422,0.024208615,0.013333472,0.017141294,0.037587044
cg21255732,0.059919705,0.057913182,0.053923154,0.05464653,0.054108051,0.059808004,0.059016346
cg21256649,0.257516221,0.181772758,0.136449234,0.130237209,0.141996746,0.071194724,0.22240075
cg21256656,0.764274846,0.754636356,0.806232142,0.770900856,0.810243629,0.794082931,0.785726665
cg21257635,0.045060136,0.041363515,0.057797554,0.045185865,0.043005335,0.039497586,0.042658356
cg21260850,0.03320721,0.035064508,0.032955658,0.04738567,0.029429499,0.042380724,0.079162626
cg21261477,0.054090862,0.047168328,0.053657521,0.052653093,0.051957094,0.038472548,0.055903261
cg21262854,0.042306533,0.041012209,0.021248583,0.036864509,0.048824988,0.060796181,0.03231258
cg21263122,0.036568897,0.044476201,0.049325317,0.035902725,0.032344753,0.047275818,0.06419687
cg21263196,0.189081422,0.12783483,0.061512446,0.053289571,0.098209299,0.048776763,0.114868224
cg21264055,0.164299153,0.247477467,0.415979021,0.281706345,0.518405441,0.188417248,0.150263738
cg21264207,0.035016901,0.042724046,0.040975152,0.032905889,0.031047605,0.020283131,0.035861459
cg21264329,0.030562262,0.019350174,0.023348419,0.024100281,0.025296909,0.019659421,0.042267284
cg21269934,0.310176141,0.386002344,0.508616003,0.339468738,0.483947206,0.314880354,0.231475186
cg21270015,0.81096432,0.952839772,0.916781799,0.869016105,0.90109248,0.87827996,0.855356118
cg21270593,0.988671356,0.986680449,0.98609769,0.988253106,0.980353929,0.989048493,0.989389519
cg21271753,0.499724481,0.548094165,0.299062979,0.363036263,0.437031981,0.516158832,0.477590319
cg21272774,0.270123269,0.351651465,0.383192974,0.105012548,0.543944863,0.24370884,0.194059646
cg21273029,0.089315312,0.063640847,0.541250805,0.062087571,0.736826291,0.071590034,0.040614679
cg21273098,0.016443918,0.018290803,0.009437685,0.012923991,0.01151854,0.024716171,0.020100934
cg21273125,0.041336891,0.063441451,0.053279989,0.039920088,0.043711372,0.037012133,0.040232837
cg21274570,0.783294708,0.717678154,0.59740895,0.657504929,0.492364424,0.717460547,0.811182091
cg21275690,0.402500173,0.362218181,0.242710656,0.313167178,0.232625515,0.254483219,0.425543778
cg21277505,0.844873839,0.872587355,0.857725926,0.844521247,0.866287326,0.886585568,0.883106581
cg21279601,0.657608181,0.736250112,0.754021085,0.545369892,0.740931736,0.718631743,0.616372502
cg21279865,0.750242786,0.753710258,0.544555073,0.719599811,0.631807217,0.750708578,0.8020352
cg21279955,0.364355777,0.265474099,0.149677544,0.217816281,0.266816524,0.136620063,0.241193413
cg21280384,0.028051091,0.028390329,0.036081313,0.032832991,0.030554868,0.033698407,0.026426714
cg21281001,0.010776811,0.011863789,0.010160138,0.012227369,0.013287966,0.012104266,0.010125973
cg21281799,0.782286154,0.56678105,0.703052861,0.650692615,0.43965707,0.533028952,0.743048916
cg21282997,0.30284995,0.356149016,0.227799233,0.391456571,0.239263299,0.286953926,0.737602689
cg21284880,0.099905378,0.159124345,0.571374823,0.094023511,0.59526537,0.093563619,0.098305819
cg21287330,0.037737553,0.033838283,0.040343447,0.04041919,0.037917915,0.029429471,0.044216489
cg21288099,0.041868038,0.493373842,0.050617658,0.044284022,0.087689398,0.039406088,0.044559373
cg21289015,0.378962851,0.074492105,0.039612152,0.04047256,0.087010553,0.031579147,0.120935664
cg21289924,0.020479284,0.025106521,0.02746523,0.025655487,0.021112159,0.015371714,0.017978119
cg21291896,0.033693087,0.039845659,0.020063103,0.102892162,0.02041858,0.027193923,0.020817083
cg21295467,0.047923368,0.034747838,0.050769438,0.031116658,0.053543122,0.062690136,0.047794604
cg21296230,0.465429055,0.529058817,0.656496491,0.371701122,0.525776867,0.571140158,0.406660705
cg21296676,0.571499503,0.659531888,0.830703876,0.562958916,0.708739203,0.609683523,0.625328139
cg21298523,0.024962352,0.039031955,0.076743844,0.038366188,0.04588691,0.032071453,0.059660061
cg21299958,0.100971217,0.081777701,0.091032429,0.073417997,0.032921371,0.087859589,0.095063494
cg21300318,0.518679708,0.457645309,0.465361476,0.514892055,0.330353214,0.300022259,0.382248929
cg21300561,0.022180621,0.032430788,0.034740691,0.031521998,0.026800616,0.018019493,0.028484445
cg21301148,0.253955653,0.227144967,0.156286511,0.342025951,0.208985428,0.310902722,0.267012848
cg21301440,0.378608295,0.569433154,0.63387558,0.428487067,0.604313351,0.530011562,0.49370383
cg21303011,0.186380679,0.07953607,0.134470983,0.10627047,0.130671706,0.075480971,0.160005849
cg21303386,0.331394431,0.365561012,0.454025573,0.377350429,0.481259109,0.120204345,0.291748079
cg21304187,0.019923003,0.037487424,0.028503671,0.033931643,0.029691196,0.025500319,0.021915025
cg21305265,0.036491947,0.036903897,0.029902408,0.031866688,0.023722169,0.02268869,0.043921791
cg21306212,0.039369615,0.038106285,0.033958243,0.04222579,0.034614517,0.026450216,0.042228022
cg21306218,0.01999823,0.027386093,0.031719993,0.025104131,0.025722982,0.015692059,0.019504838
cg21306775,0.641503153,0.573722691,0.258794896,0.450295655,0.450449766,0.337283442,0.727668005
cg21307628,0.751604573,0.637713811,0.386039796,0.786279518,0.513659987,0.843417498,0.669194398
cg21307697,0.024112816,0.02296868,0.022304498,0.024130272,0.01843302,0.013205387,0.021524313
cg21309147,0.425466072,0.483912178,0.697289891,0.391765584,0.65007787,0.041492521,0.258402407
cg21311175,0.036882583,0.033667833,0.056876069,0.035710793,0.058966582,0.042788849,0.0327748
cg21312148,0.593366333,0.61010528,0.256542897,0.624126939,0.389724789,0.596329575,0.701525697
cg21319693,0.030351252,0.032408053,0.029654796,0.026389687,0.02805768,0.026150151,0.033460357
cg21319745,0.021415006,0.018418586,0.032976551,0.021017092,0.030421989,0.023965649,0.033863268
cg21321885,0.013820065,0.015424171,0.014834055,0.013898861,0.012557876,0.009693966,0.011437824
cg21322149,0.059398122,0.055843514,0.091962599,0.054251965,0.057940328,0.0571619,0.062971176
cg21324308,0.725899092,0.599803846,0.555208409,0.557978801,0.596537469,0.603193436,0.666598574
cg21329628,0.04337274,0.042454909,0.0466005,0.040402774,0.042360364,0.036667806,0.048347821
cg21330703,0.226576921,0.225795156,0.157207218,0.09973485,0.129396693,0.064408644,0.190098112
cg21331335,0.949092458,0.948596292,0.924060299,0.961562255,0.945008783,0.967013316,0.927175225
cg21331821,0.330611537,0.532747768,0.647502232,0.221217064,0.594088084,0.353335474,0.288531223
cg21332946,0.025082782,0.029676276,0.035769503,0.027489128,0.041881293,0.02775921,0.039625493
cg21333964,0.048394346,0.063469115,0.056528202,0.045030656,0.037351858,0.040347697,0.06954949
cg21335942,0.016599007,0.042624462,0.573807477,0.015172366,0.014132869,0.014321729,0.033078062
cg21336547,0.018290122,0.015552508,0.021431918,0.014077204,0.017628774,0.017646372,0.018601642
cg21337430,0.068995906,0.052493373,0.055863514,0.055384934,0.051611996,0.053188861,0.038832502
cg21339926,0.076686615,0.073591623,0.082044646,0.056182991,0.098148181,0.059559075,0.085561831
cg21341271,0.043954325,0.032690508,0.021130396,0.02877333,0.027562498,0.023440877,0.031777604
cg21341807,0.032617111,0.031153813,0.133881769,0.024370356,0.04216504,0.051285562,0.022944417
cg21342728,0.344697655,0.394016488,0.558956667,0.363995519,0.534277632,0.613874541,0.256002304
